obfuscated,deobfuscated
func_71901_a,velocityToAddToEntity
func_71902_a,setBlockBoundsBasedOnState
func_71903_a,onBlockActivated
func_71904_a,getExplosionResistance
func_71905_a,setBlockBounds
func_71906_q_,canSilkHarvest
func_71907_b,setTickRandomly
func_71908_a,getPlayerRelativeBlockHardness
func_71910_a,quantityDroppedWithBonus
func_71911_a_,getSelectedBoundingBoxFromPool
func_71913_a,canCollideCheck
func_71914_a,dropBlockAsItemWithChance
func_71915_e,getMobilityFlag
func_71916_a,isVecInsideYZBounds
func_71917_a,getUnlocalizedName
func_71918_c,getBlocksMovement
func_71919_f,setBlockBoundsForItemRender
func_71920_b,colorMultiplier
func_71921_a,onBlockClicked
func_71922_a,idPicked
func_71923_g,dropXpOnBlockBreak
func_71924_d,isBlockSolid
func_71925_a,quantityDropped
func_71926_d,isOpaqueCube
func_71927_h,onSetBlockIDWithMetaData
func_71928_r_,initializeBlock
func_71929_a,dropBlockAsItem_do
func_71930_b,canPlaceBlockAt
func_71931_t,getLocalizedName
func_71932_i,isNormalCube
func_71933_m,getBlockColor
func_71934_m,getBlockHardness
func_71935_l,isCollidable
func_71936_b,isVecInsideXZBounds
func_72110_l,updatePistonState
func_72111_a,canPushBlock
func_72112_i,canExtend
func_72113_e,isIndirectlyPowered
func_72114_f,isExtended
func_72115_j,tryExtend
func_72116_b,determineOrientation
func_72117_e,getOrientation
func_72118_n,getPistonExtensionTexture
func_72120_n,clearHeadTexture
func_72121_f,getDirectionMeta
func_72122_e,setHeadTexture
func_72124_n,canSnowStay
func_72125_l,canPlaceTorchOn
func_72126_n,dropTorchIfCantStay
func_72127_a,checkForBurnout
func_72128_l,isIndirectlyPowered
func_72132_l,removeLeaves
func_72133_a,setGraphicsLevel
func_72137_g,isTrapdoorOpen
func_72138_a,onPoweredBlockChange
func_72139_e,setBlockBoundsForBlockRender
func_72140_j,isValidSupportBlock
func_72141_e,limitToValidMetadata
func_72145_a,playSoundEffect
func_72146_e,notifyNeighborOfChange
func_72147_l,updateTripWireState
func_72150_l,canVineStay
func_72151_e,canBePlacedOn
func_72153_f,getMetadataForBlockType
func_72154_e,getPosingIdByMetadata
func_72161_e,canThisPaneConnectToThisBlockID
func_72162_n,getSideTextureIndex
func_72165_e,isEnderEyeInserted
func_72167_k_,checkBlockCoordValid
func_72168_l,updateAndPropagateCurrentStrength
func_72169_f,isPoweredOrRepeater
func_72170_e,getMaxCurrentStrength
func_72171_a,calculateCurrentChanges
func_72172_n,notifyWireNeighborsOfNeighborChange
func_72173_e,isPowerProviderOrWire
func_72176_l,glow
func_72177_n,sparkle
func_72180_d_,isRailBlockAt
func_72181_a,refreshTrackShape
func_72183_n,isPowered
func_72184_d,isRailBlock
func_72187_e,setStateIfMinecartInteractsWithRail
func_72190_l,tryToFall
func_72191_e_,canFallBelow
func_72193_l,setStateIfMobInteractsWithPlate
func_72195_l,checkIfAttachedToBlock
func_72196_d,invertMetadata
func_72198_f_,getFlowDecay
func_72199_d,getFluidHeightPercent
func_72200_l,checkForHarden
func_72201_j,triggerLavaMixEffects
func_72202_i,getFlowVector
func_72203_d,getEffectiveFlowDecay
func_72204_a,getFlowDirection
func_72205_l,updateFlow
func_72206_n,getOptimalFlowDirections
func_72207_p,liquidCanDisplaceBlock
func_72208_o,blockBlocksFlow
func_72209_d,calculateFlowCost
func_72210_i,flowIntoBlock
func_72211_e,getSmallestFlowDecay
func_72215_l,setNotStationary
func_72216_n,isFlammable
func_72217_d,getDirection
func_72220_e,getInputStrength
func_72224_c,isFenceGateOpen
func_72225_b_,isBedOccupied
func_72226_b,getNearestEmptyChunkCoordinates
func_72227_n,setBounds
func_72228_a,setBedOccupied
func_72229_a_,isBlockHeadOfBed
func_72231_a,onPoweredBlockChange
func_72232_e,setDoorRotation
func_72233_a_,isDoorOpen
func_72234_b_,getFullMetadata
func_72235_d,getDoorOrientation
func_72236_l,fallIfPossible
func_72237_n,teleportNearby
func_72238_e_,getBlockFromDye
func_72239_d,getDyeFromBlock
func_72240_d,getFullSlabName
func_72241_e,isBlockSingleSlab
func_72246_i_,tryToCreatePortal
func_72247_n,isWaterNearby
func_72248_l,isCropsNearby
func_72249_c,isIdAFence
func_72250_d,canConnectFenceTo
func_72251_l,canNeighborBurn
func_72252_e,getChanceToEncourageFire
func_72253_a,setBurnRate
func_72254_n,getChanceOfNeighborsEncouragingFire
func_72255_a,tryToCatchBlockOnFire
func_72256_d,canBlockCatchFire
func_72259_b,eatCakeSlice
func_72260_l,getOrientation
func_72261_n,redundantCanPlaceBlockAt
func_72262_c,checkFlowerChange
func_72263_d_,canThisPlantGrowOnThisBlockID
func_72264_l,fertilizeStem
func_72265_d,getState
func_72266_n,getGrowthModifier
func_72268_e,isSameSapling
func_72269_c,growTree
func_72271_c,fertilizeMushroom
func_72272_c_,fertilize
func_72273_l,getGrowthRate
func_72274_a,createNewTileEntity
func_72276_j_,ejectRecord
func_72280_l,setDispenserDefaultDirection
func_72285_l,setDefaultDirection
func_72286_a,updateFurnaceBlockState
func_72290_b_,unifyAdjacentChests
func_72291_l,isThereANeighborChest
func_72292_n,isOcelotBlockingChest
func_72295_d,getTileEntityAtLocation
func_72296_b,getAxisAlignedBB
func_72297_a,getTileEntity
func_72298_a,cleanPool
func_72299_a,getAABB
func_72300_b,clearPool
func_72314_b,expand
func_72315_c,isVecInXZ
func_72316_a,calculateXOffset
func_72317_d,offset
func_72318_a,isVecInside
func_72319_d,isVecInXY
func_72320_b,getAverageEdgeLength
func_72321_a,addCoord
func_72322_c,calculateZOffset
func_72323_b,calculateYOffset
func_72324_b,setBounds
func_72325_c,getOffsetBoundingBox
func_72326_a,intersectsWith
func_72327_a,calculateIntercept
func_72328_c,setBB
func_72329_c,copy
func_72330_a,getBoundingBox
func_72331_e,contract
func_72332_a,getAABBPool
func_72333_b,isVecInYZ
func_72341_a,createNewDefaultPool
func_72343_a,clear
func_72344_b,clearAndFreeCache
func_72345_a,getVecFromPool
func_72352_l,getMaxPlayers
func_72353_e,areCommandsAllowed
func_72354_b,updateTimeAndWeatherForPlayer
func_72355_a,initializeConnectionToPlayer
func_72356_a,transferPlayerToDimension
func_72357_a,setGameType
func_72358_d,serverUpdateMountedMovingPlayer
func_72359_h,addToWhiteList
func_72360_c,removeOp
func_72361_f,getPlayerForUsername
func_72362_j,loadWhiteList
func_72363_f,getBannedIPs
func_72364_a,setPlayerManager
func_72365_p,getServerInstance
func_72366_a,createPlayerForUser
func_72367_e,playerLoggedOut
func_72368_a,respawnPlayer
func_72369_d,getAllUsernames
func_72370_d,isAllowedToLogin
func_72371_a,setWhiteListEnabled
func_72372_a,getEntityViewDistance
func_72373_m,getAvailablePlayerDat
func_72374_b,sendPlayerInfoToAllPlayers
func_72376_i,getOps
func_72377_c,playerLoggedIn
func_72378_q,getHostPlayerData
func_72379_i,removeFromWhitelist
func_72380_a,readPlayerDataFromFile
func_72382_j,getPlayerList
func_72383_n,isWhiteListEnabled
func_72384_a,sendPacketToAllPlayers
func_72385_f,syncPlayerInventory
func_72386_b,addOp
func_72387_b,setCommandsAllowedForAll
func_72388_h,getWhiteListedPlayers
func_72389_g,saveAllPlayerData
func_72390_e,getBannedPlayers
func_72391_b,writePlayerData
func_72392_r,removeAllPlayers
func_72393_a,sendToAllNear
func_72394_k,getCurrentPlayerCount
func_72395_o,getViewDistance
func_72396_a,sendPacketToAllPlayersInDimension
func_72397_a,sendToAllNearExcept
func_72398_c,getPlayerListAsString
func_72399_a,allowUserToConnect
func_72415_s,getIntegratedServer
func_72417_t,loadOpsList
func_72418_v,readWhiteList
func_72419_u,saveOpsList
func_72420_s,getDedicatedServerInstance
func_72421_w,saveWhiteList
func_72429_b,getIntermediateWithXValue
func_72430_b,dotProduct
func_72431_c,crossProduct
func_72432_b,normalize
func_72433_c,lengthVector
func_72434_d,getIntermediateWithZValue
func_72435_c,getIntermediateWithYValue
func_72436_e,squareDistanceTo
func_72438_d,distanceTo
func_72439_b,setComponents
func_72440_a,rotateAroundX
func_72441_c,addVector
func_72442_b,rotateAroundY
func_72443_a,createVectorHelper
func_72444_a,subtract
func_72445_d,squareDistanceTo
func_72446_c,rotateAroundZ
func_72452_a,handleRemoveEntityEffect
func_72453_a,handleMapChunks
func_72454_a,handleBlockEvent
func_72455_a,handleLogin
func_72456_a,handleBlockChange
func_72457_a,handleLevelSound
func_72458_a,handleClientCommand
func_72460_a,handleSleep
func_72461_a,handleAutoComplete
func_72462_a,handleDoorChange
func_72463_a,handleMapChunk
func_72464_a,handleCreativeSetSlot
func_72465_a,handleBlockDestroy
func_72466_a,handleSpawnPosition
func_72467_a,handleServerPing
func_72468_a,handleTileEntityData
func_72469_b,canProcessPacketsAsync
func_72470_a,handleServerAuthData
func_72471_a,handlePlayerAbilities
func_72472_a,handlePlace
func_72473_a,handleEntityAction
func_72474_a,handleCloseWindow
func_72475_a,handleCollect
func_72476_a,handleTransaction
func_72477_a,handleKeepAlive
func_72478_a,handleEntityHeadRotation
func_72479_a,handleEnchantItem
func_72480_a,handlePlayerInfo
func_72481_a,handleChat
func_72482_a,handleEntity
func_72483_a,handleRespawn
func_72484_a,handleAttachEntity
func_72485_a,handleEntityStatus
func_72486_a,handleWindowItems
func_72487_a,handleUpdateSign
func_72488_a,handleGameEvent
func_72489_a,isServerHandler
func_72490_a,handleSetSlot
func_72491_a,handleDestroyEntity
func_72492_a,handleKickDisconnect
func_72493_a,handleEntityMetadata
func_72494_a,handleMapData
func_72495_a,handleEntityPainting
func_72496_a,handleMultiBlockChange
func_72497_a,handleUpdateTime
func_72498_a,handleFlying
func_72499_a,handleExplosion
func_72500_a,handleClientProtocol
func_72501_a,handleCustomPayload
func_72502_a,handleBlockItemSwitch
func_72503_a,handleEntityEffect
func_72504_a,handleClientInfo
func_72505_a,handleUpdateProgressbar
func_72506_a,handlePlayerInventory
func_72507_a,handleUseEntity
func_72508_a,handleWeather
func_72509_a,unexpectedPacket
func_72510_a,handleBlockDig
func_72511_a,handleVehicleSpawn
func_72512_a,handleEntityTeleport
func_72513_a,handleSharedKey
func_72514_a,handleEntityExpOrb
func_72515_a,handleErrorMessage
func_72516_a,handleOpenWindow
func_72517_a,handleStatistic
func_72518_a,handleNamedEntitySpawn
func_72519_a,handleMobSpawn
func_72520_a,handleEntityVelocity
func_72521_a,handleUpdateHealth
func_72522_a,handleExperience
func_72523_a,handleWindowClick
func_72524_a,handleAnimation
func_72525_c,getSharedKey
func_72526_a,getServerId
func_72527_a,raiseErrorAndDisconnect
func_72528_e,getUsernameAndAddress
func_72529_d,initializePlayerConnection
func_72530_b,getLoginMinecraftServer
func_72532_c,tryLogin
func_72533_d,getClientUsername
func_72545_a,getEntityByID
func_72546_b,quitWithPacket
func_72547_c,cleanup
func_72548_f,getNetManager
func_72549_a,urlEncode
func_72550_a,sendSessionRequest
func_72551_d,processReadPackets
func_72552_c,addToSendQueue
func_72553_e,disconnect
func_72565_c,kickPlayerFromServer
func_72566_d,handleSlashCommand
func_72567_b,sendPacketToPlayer
func_72568_e,packetSize
func_72569_a,setPlayerLocation
func_72570_d,networkTick
func_72591_c,getRequestId
func_72592_a,getRandomChallenge
func_72593_a,hasExpired
func_72594_b,getChallengeValue
func_72601_a,registerSocket
func_72602_a,startThread
func_72603_d,getNumberOfPlayers
func_72604_a,closeSocket
func_72605_a,closeServerSocket_do
func_72606_c,logWarning
func_72607_a,logDebug
func_72608_b,closeServerSocket
func_72609_b,logInfo
func_72610_d,logSevere
func_72611_e,closeAllSockets
func_72612_a,closeAllSockets_do
func_72613_c,isRunning
func_72620_a,sendResponsePacket
func_72621_a,parseIncomingPacket
func_72622_d,sendAuthChallenge
func_72623_a,stopWithException
func_72624_b,createQueryResponse
func_72625_a,getRequestID
func_72626_g,initQuerySystem
func_72627_c,verifyClientAuth
func_72628_f,cleanQueryClientsMap
func_72645_g,cleanClientThreadsMap
func_72646_f,initClientThreadList
func_72653_g,closeSocket
func_72654_a,sendResponse
func_72655_a,sendMultipacketResponse
func_72656_f,sendLoginFailedResponse
func_72661_a,getBytesAsString
func_72662_b,getRemainingBytesAsLEInt
func_72663_a,getByteAsHexString
func_72664_c,getBytesAsBEint
func_72665_b,getBytesAsLEInt
func_72667_a,writeInt
func_72668_a,writeShort
func_72669_b,reset
func_72670_a,writeByteArray
func_72671_a,writeString
func_72672_a,toByteArray
func_72675_d,getStepSound
func_72676_a,getBreakSound
func_72677_b,getVolume
func_72678_c,getPitch
func_72682_c,getChunkWatchersWithPlayers
func_72683_a,addPlayer
func_72685_d,updateMountedMovingPlayer
func_72686_a,getFurthestViewableBlock
func_72687_a,flagChunkForUpdate
func_72688_a,getWorldServer
func_72689_b,getChunkWatchers
func_72690_a,getOrCreateChunkWatcher
func_72691_b,filterChunkLoadQueue
func_72692_a,getWorldServer
func_72693_b,updatePlayerInstances
func_72694_a,isPlayerWatchingChunk
func_72695_c,removePlayer
func_72702_a,playRecord
func_72703_a,onEntityCreate
func_72704_a,playSound
func_72705_a,destroyBlockPartially
func_72706_a,playAuxSFX
func_72707_a,markBlockRangeForRenderUpdate
func_72708_a,spawnParticle
func_72709_b,onEntityDestroy
func_72710_a,markBlockForUpdate
func_72711_b,markBlockForRenderUpdate
func_72712_a,loadRenderers
func_72713_a,renderEntities
func_72714_a,renderSky
func_72715_a,drawOutlinedBoundingBox
func_72716_a,updateRenderers
func_72717_a,drawBlockDamageTexture
func_72718_b,renderClouds
func_72719_a,sortAndRender
func_72720_a,checkOcclusionQueryResult
func_72721_a,hasCloudFog
func_72722_c,markRenderersForNewPosition
func_72723_d,getDebugInfoEntities
func_72724_a,renderSortedRenderers
func_72725_b,markBlocksForUpdate
func_72726_b,doSpawnParticle
func_72727_a,drawBlockBreaking
func_72728_f,deleteAllDisplayLists
func_72729_a,clipRenderersByFrustum
func_72730_g,renderStars
func_72731_b,drawSelectionBox
func_72732_a,setWorldAndLoadRenderers
func_72733_a,renderAllRenderLists
func_72734_e,updateClouds
func_72735_c,getDebugInfoRenders
func_72736_c,renderCloudsFancy
func_72784_a,sendPacketToAllPlayersTrackingEntity
func_72785_a,addEntityToTracker
func_72786_a,addEntityToTracker
func_72787_a,removePlayerFromTrackers
func_72788_a,updateTrackedEntities
func_72789_b,sendPacketToAllAssociatedPlayers
func_72790_b,removeEntityFromAllTrackingPlayers
func_72791_a,addEntityToTracker
func_72796_p,getBlockTileEntity
func_72797_t,doesBlockHaveSolidTopSurface
func_72798_a,getBlockId
func_72799_c,isAirBlock
func_72800_K,getHeight
func_72801_o,getLightBrightness
func_72802_i,getLightBrightnessForSkyBlocks
func_72803_f,getBlockMaterial
func_72804_r,isBlockOpaqueCube
func_72805_g,getBlockMetadata
func_72806_N,extendedLevelsInChunkCache
func_72807_a,getBiomeGenForCoords
func_72808_j,getBrightness
func_72809_s,isBlockNormalCube
func_72810_a,getSkyBlockTypeBrightness
func_72811_b,getLightValue
func_72812_b,getSpecialBlockBrightness
func_72813_a,getLightValueExt
func_72819_i,getWeightedThunderStrength
func_72820_D,getWorldTime
func_72821_m,notifyBlockOfNeighborChange
func_72823_a,setItemData
func_72824_f,getCloudColour
func_72825_h,getTopSolidOrLiquidBlock
func_72826_c,getCelestialAngle
func_72827_u,getProviderName
func_72828_b,unloadEntities
func_72829_c,checkBlockCollision
func_72830_b,isAABBInMaterial
func_72831_a,rayTraceBlocks_do_do
func_72832_d,setBlock
func_72833_a,getSkyColor
func_72834_c,canBlockFreeze
func_72835_b,tick
func_72836_a,scheduleBlockUpdate
func_72837_a,setBlockTileEntity
func_72838_d,spawnEntityInWorld
func_72839_b,getEntitiesWithinAABBExcludingEntity
func_72840_a,getCollidingBlockBounds
func_72841_b,getUniqueDataId
func_72842_a,getBlockDensity
func_72843_D,setRandomSeed
func_72844_a,getEntityPathToXYZ
func_72845_h,markBlockForUpdate
func_72846_b,getClosestVulnerablePlayer
func_72847_b,releaseEntitySkin
func_72848_b,removeWorldAccess
func_72849_a,getBlockLightValue_do
func_72850_v,isBlockFreezableNaturally
func_72851_f,notifyBlockChange
func_72852_a,addTileEntity
func_72853_d,getMoonPhase
func_72854_c,updateAllPlayersSleepingFlag
func_72855_b,checkNoEntityCollision
func_72856_b,getClosestVulnerablePlayerToEntity
func_72857_a,findNearestEntityWithinAABB
func_72858_w,canSnowAt
func_72860_G,getSaveHandler
func_72861_E,getSpawnPoint
func_72863_F,getChunkProvider
func_72864_z,isBlockIndirectlyGettingPowered
func_72865_a,getPathEntityToEntity
func_72866_a,updateEntityWithOptionalForce
func_72867_j,getRainStrength
func_72868_a,addLoadedEntities
func_72869_a,spawnParticle
func_72870_g,updateEntity
func_72872_a,getEntitiesWithinAABB
func_72873_a,doChunksNearChunkExist
func_72874_g,getPrecipitationHeight
func_72875_a,isMaterialInBB
func_72876_a,createExplosion
func_72877_b,setWorldTime
func_72878_l,getIndirectPowerLevelTo
func_72879_k,isBlockProvidingPowerTo
func_72880_h,getStarBrightness
func_72882_A,sendQuittingDisconnectingPacket
func_72883_k,getFullBlockLightValue
func_72884_u,isBlockFreezable
func_72885_a,newExplosion
func_72886_a,extinguishFire
func_72887_b,isBlockNormalCubeDefault
func_72888_f,destroyBlockInWorldPartially
func_72889_a,playAuxSFXAtEntity
func_72890_a,getClosestPlayerToEntity
func_72891_a,setAllowedSpawnTypes
func_72892_b,scheduleBlockUpdateFromLoad
func_72893_g,tickBlocksAndAmbiance
func_72894_k,setRainStrength
func_72896_J,isRaining
func_72897_h,joinEntityInSurroundings
func_72898_h,notifyBlocksOfNeighborChange
func_72899_e,blockExists
func_72900_e,removeEntity
func_72901_a,rayTraceBlocks_do
func_72902_n,markBlockForRenderUpdate
func_72903_x,setActivePlayerChunksAndCheckLight
func_72904_c,checkChunksExist
func_72905_C,getSeed
func_72906_B,checkSessionLock
func_72907_a,countEntities
func_72908_a,playSoundEffect
func_72909_d,markBlockRangeForRenderUpdate
func_72910_y,getLoadedEntityList
func_72911_I,isThundering
func_72912_H,getWorldInfo
func_72913_w,toggleRain
func_72914_a,addWorldInfoToCrashReport
func_72915_b,setLightValue
func_72916_c,chunkExists
func_72917_a,checkNoEntityCollision
func_72918_a,handleMaterialAcceleration
func_72919_O,getHorizon
func_72920_a,getPendingBlockUpdates
func_72921_c,setBlockMetadataWithNotify
func_72922_b,getFirstUncoveredBlock
func_72923_a,obtainEntitySkin
func_72924_a,getPlayerEntityByName
func_72925_a,getSkyBlockTypeBrightness
func_72926_e,playAuxSFX
func_72927_d,blockHasTileEntity
func_72928_a,markTileEntityForDespawn
func_72929_e,getCelestialAngleRadians
func_72931_a,canPlaceEntityOnSide
func_72932_q,removeBlockTileEntity
func_72933_a,rayTraceBlocks
func_72934_a,playRecord
func_72935_r,isDaytime
func_72936_c,updateLightByType
func_72937_j,canBlockSeeTheSky
func_72938_d,getChunkFromBlockCoords
func_72939_s,updateEntities
func_72940_L,getActualHeight
func_72941_a,moodSoundAndLightCheck
func_72942_c,addWeatherEffect
func_72943_a,loadItemData
func_72944_b,updateTileEntityChunkAndDoNothing
func_72945_a,getCollidingBoundingBoxes
